	MHCI	MHCII	Coactivation_molecules	Effector_cells	T_cell_traffic	NK_cells	T_cells	B_cells	M1_signatures	Th1_signature	Antitumor_cytokines	Checkpoint_inhibition	Treg	T_reg_traffic	Neutrophil_signature	Granulocyte_traffic	MDSC	MDSC_traffic	Macrophages	Macrophage_DC_traffic	Th2_signature	Protumor_cytokines	CAF	Matrix	Matrix_remodeling	Angiogenesis	Endothelium	Proliferation_rate	EMT_signature
S1628658	1.5277885262205524	0.4033036661055673	-0.4210619274741095	0.8191660638961871	-0.2794944210461335	0.6734208879391385	0.3605297192522621	-0.22054322797701129	0.9951208001870612	0.2391966378035556	-0.46353122589663526	0.3175494024204457	-0.5112539907634477	0.04069766173621017	-0.10448586359664867	0.6325995351814445	0.09687635196618075	0.50079973848371	1.4775018185949431	0.8835421372290793	0.9575342355414703	-0.48870391747277614	0.46757017222201164	-0.008721211446118827	1.7283691418883569	0.5968035560527347	0.803475395544846	0.46443064816584484	1.2726714514008621
S1424528	-1.5855796541008875	-0.6398238704475893	-0.673277445282747	1.160728739803307	0.4169082035845067	0.08713273376445237	-1.8575566665764578	0.9923660717598002	2.0	1.2811408677531508	0.32295479305050645	1.9706776470426015	1.7860022047466595	2.0	1.1737939154451276	-0.3900636781142293	-0.15495175928188193	0.06669624923578879	0.0403934010696941	-0.7382559961324435	-1.1555807585436013	-0.9602410907711305	-1.020300881724101	-1.1711992813995467	-1.0546000669549487	0.0977735993057541	0.2186161780217131	-1.4363283689626702	0.9747053544436781
S1607065	0.7959273618705992	0.17621535095900193	0.9979327618736895	0.21463984148501225	0.7937017668105081	0.7816116395037317	-0.5891743565906045	-0.07167470420152397	0.1715668051992623	0.02998677848074046	1.572065834827788	-0.24106623997048904	0.5800291403782066	0.5448935828195056	0.001240549650310258	0.2611572590845402	-0.34122953611291246	0.2251283253071303	0.7827065594612099	1.297699713623316	1.0846506020834832	0.3685163098302246	0.5247933378633555	1.3275734098102985	1.1400430679807922	1.8618307628936324	1.1488256289771566	0.9551926588897838	1.1064264634720526
S1626499	0.6161575410215907	1.147227957014241	0.7704821443704072	-0.3134206976873523	-0.8126829027515965	0.09988399648829226	0.8004747575292216	-0.04519307689692399	-0.5014126820184932	-1.1113801401370624	-0.4341985664745267	-0.3402257712159009	0.7178965021377696	-0.21340434705824726	-0.305450288259132	-0.1486770665696331	0.6827068660010649	0.340323738765453	1.1112200676304618	1.458229077685061	-0.5229097388722792	0.19070681868256523	1.7177218722497738	1.3801219380091834	0.5856356620403842	1.1843376131382362	0.4288527911347977	-0.5106796302483341	1.6880215126652447
S1629730	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.1859201915844415	2.0	0.6947104584643726	2.0	2.0	2.0	2.0	2.0	1.5674785726218963	-0.021009352415762298	-0.18806582277383013	-0.3864890537143179	-0.16647114930513682	1.0671593869972786	-2.0	-0.7743634723323756
S1538444	0.760606214084502	2.0	-0.09744033905181412	0.42226654285548315	0.2853031448989297	0.9312432545662427	-0.2894802784072039	-1.6753946365618075	-0.18244407449230376	0.38368102796224957	0.9173715922102311	-0.6031811275944622	-0.6008106661034063	-0.5885506441320099	-1.087703996506072	-0.3525188467896668	-0.5679098042644934	0.21858610863280256	1.137518937997378	0.6190768555874698	-0.5448045871379575	0.5354404192988779	1.337017431728697	1.038366515405822	-1.2067157640693296	2.0	2.0	-1.8700976397192437	1.867814576781599
S1628151	1.0768179756834644	2.0	-0.006897781501583165	-1.0895584293316476	0.551129742187754	-1.8045221185033335	0.05352298594916676	-0.5497333017353367	1.2038297472063488	-1.2473411037554565	0.2571541202994701	0.4850374716200979	-0.5576094973990315	-1.6069327103185624	-0.8507898876235989	-0.3040646588526012	2.0	1.1467549610396255	2.0	1.2241757799842787	-0.8030836054990237	2.0	2.0	1.4694940070719962	0.4582099925030553	1.9454490492644672	1.69225909670854	-0.09014615225577567	0.46380070635972864
S1609835	1.545791672631779	0.7481814437245881	1.2125463713905558	0.2935595521232561	0.6109941713238773	0.10372949263822533	0.5074254760468316	1.1739363667206792	0.7013478384404594	0.6895592948881538	-0.015398588824739372	0.8208716143739796	1.3884502289649618	0.865681376006883	-0.7316020835601196	-0.42479471796959795	-0.7744272519523518	-0.8281394323561535	-0.6898454523381601	0.888681516520506	0.16188648975263512	-1.3937770773400848	-1.264641346585109	-1.4070170790854566	-1.3712125957815797	-0.20548083841059075	-1.842314037182249	-0.4079839051900108	0.7402747865462231
S1636709	0.0658287710385953	1.438633792660852	0.9874678682024889	1.5918829896996503	1.702555502708693	1.003178849311078	0.5817171525090084	0.4953496649056103	-0.009926873756314734	0.15347267828817196	-0.14687353329146724	1.3689715592456075	-0.125346171940368	0.013268882635388684	-1.0920853657770044	-0.08513139938280623	0.38206545909173406	0.5712111390640285	1.6734794276291873	2.0	-0.03868583609635453	-0.4740475725091905	1.765613218959237	0.8228708772593615	-0.27600510899277797	1.3966143586842221	1.3645277754875806	1.1413859676159417	2.0
S1523076	-0.5535800102515736	-0.025653075171242483	-0.9189816198902955	-0.23676722094821773	-1.7349456492084872	-1.223849889614403	0.4303921787553107	0.9671282930554844	-0.5399829807613652	-0.9245149199753446	-1.4435102358619534	-0.22929316081492493	0.8179827587741129	1.3171997395582862	-0.5644450177659209	-0.6824416081450412	-0.26811618309309604	-1.5197364570292282	-1.7226577847398947	-1.4646303325619914	0.3335978378706567	-0.6514257642958369	-2.0	-2.0	-0.622619721394353	0.08508134467683323	-1.2554366475823402	0.10358755635735419	-0.9843269791897757
S1430942	-1.0522143801510158	-0.393745182207803	-0.510563216815159	-0.23613760051003863	-1.4188894039950635	-0.7611148099954437	-0.9944973239605911	-0.5797921096753215	0.6545930076625375	0.2142031714147343	-1.46521589672332	-0.8687350924901776	0.518847965906433	1.0834592923203756	-0.8982971856435332	-1.1883712051677102	-0.3660691607500525	-0.20091284764962167	-1.6542834953215226	-1.1170002750370436	-0.602499736145089	-0.590306344996999	-0.10921986080226592	-0.8076937541381013	0.16032244583421745	-0.3389811552229654	-0.9398835772350668	-1.024136750907623	0.49248266878331004
S1531203	0.7281901684049603	-0.9557691821145976	0.3918402182758228	1.2264274694035635	0.017212909905705315	0.5243273851497656	1.1418048723078564	-0.17182107741204214	-0.28740624236652046	0.6588107480605254	-0.7081792290380988	-0.10657033633076252	-0.6969503757525776	-0.42325740939841433	0.2620959144046128	0.7373173569969508	0.02653462831405361	0.044705876710329474	-1.4576566126475752	-0.7722134320821704	-0.0414296563605288	0.08222971918428454	-2.0	-2.0	-0.49085412945247703	-0.27756244128683644	-1.0665555801473738	0.37644795954252636	0.4300978626636136
S1624432	-1.2118620865823424	-2.0	0.38180475378125134	1.2766372867653957	-0.9131125411140278	1.2412959670658088	0.32341138696970795	-0.9662132638164406	0.2554791055018077	0.6117975429023773	-0.8886519064024268	-1.5885006631601242	-0.5169698369028476	1.3210221606910733	0.798659085621142	0.017149547235666203	-1.545868244399106	-0.3139283069274808	-1.7676142007786293	-1.4810674765581746	0.5701541485651138	-1.8619147014726962	-0.7808446112441751	-0.16807789576364404	-1.7807924305655554	0.46713696856161285	-1.6411703665875084	0.17319197955431476	0.7030945082417972
S1609768	1.692651107027654	0.5178276928887681	0.7745964727854415	0.26473053903313837	-0.8650078790589885	0.4740868707116546	0.8757535049950781	1.6635714883319113	-0.2794265830565316	0.41283154575584763	-0.5639074741798896	0.34882119494980734	0.6222465658936571	0.0828889459694117	-0.999865295034412	-0.7394649023246489	-0.096738822469765	-0.8449189531299492	-1.6157477252049197	-0.7704848859017684	0.027032618660594254	-1.4373784939000587	-0.9704726224484779	-0.6690119404542388	-0.9766035099570256	-1.159897173428954	-1.6776283623897195	1.3559799599176996	-0.6229746682520222
S1647426	0.42710686933025716	-0.4337930491061405	0.19947386051799046	-0.5898192689877347	-0.38164258323515327	-0.03510748249515023	-1.1812263131381837	-0.8218510502123958	-0.23760140691526985	0.01987890933985631	0.07377552755861565	-0.5903291951362282	0.3181371614199687	0.43936757131913357	-0.14927202900015415	0.19852224612752517	-0.016076710335311002	-1.296862772975493	0.13147548995286662	-0.050285667108007304	0.5808455459090853	-0.2715154429126791	-0.18661797909334565	-0.5261063798057558	-0.35799286326834706	0.9894184953150178	-0.2021382434761895	1.4585532457011172	-1.7296373413108004
S1622619	0.7440990054030981	-1.5884017750754025	-1.2980159720687205	-1.5089415854961228	-1.5674569997493637	-1.9882928614758175	-2.0	-1.8758762793330759	-1.0421442750278274	-1.4045661267110525	-0.7731444904869147	-1.0643646257804145	0.13754960012016287	-0.3887528284434373	-1.2728841510724658	0.07278696866585321	-1.204548629151737	-0.9288439405172693	-1.7968597102230937	-0.996734130798707	-1.1568926736393812	-0.7108358742929164	1.5392494384444833	0.47207780377824093	0.5642508316497586	0.8806220668455017	0.371823111380388	-1.1538774234385498	0.3489281859429178
S1618853	-0.11444392520058534	0.8581046432564301	-0.4422911412670597	-1.0432927145798028	-0.31910778773109644	-1.0022525939236915	-0.9592278587848495	-0.6547501313151268	-1.192393823576317	-1.4752817902349182	-0.9680131773973711	-0.7302770123345066	-0.05652819711434967	-0.9550767926102403	-1.6425692349497332	-0.6442727356774455	0.41385611291263674	-0.4863964053134149	0.4598401299825146	-0.42964222956833337	-0.7059234380754961	-0.4060168788084193	0.6193060783547262	0.26230373428581694	-0.5223989738302462	0.770017580267259	0.4253501572566434	0.803698316680017	-0.3707065265785276
S1410914	-0.19420635981014525	-1.3304596575554999	0.2953537590909235	0.41365929874212254	-0.896738825320434	0.2693064206334129	-1.2090294230859866	-0.18190331187191264	1.2506305905640094	1.103850609525662	-0.3882954084081351	-0.06750048924863476	0.8829080068934773	1.0865542669692312	0.9843880044361503	1.5909909637280624	0.11938802605983473	0.057044908672147995	0.12891870115864415	0.5719179961963806	1.3965700617450594	2.0	0.31424710822754903	0.506089559330949	0.4460607175510804	-0.4829907553855693	0.33221134099787586	0.6996854990729312	1.3006470424505732
S1703013	1.5777824364960766	-0.16418405466777708	-0.8179546585795188	-0.31769035707235027	-0.9960297676135957	-0.5635118627185397	-0.31039866212949196	-0.7756320212895037	-1.543392501697009	-1.3711375916213653	-0.7806897830653304	-0.07279992849088264	-0.12170229998536419	-0.9665016555394872	-0.7639741210948363	-0.5834069181850777	-1.6235515365360509	-1.3425659994859036	-1.6898174420248786	0.27054437507630574	-1.1111453632360655	-1.4317330697536834	-2.0	-2.0	-1.8507349626177614	-1.0527581223212037	-1.7874453032171522	-0.9064228118274903	-0.9480753763997846
S1708928	-1.177593160190285	-0.8164242001303396	-0.5689940344854881	-1.6148035111708978	-1.795564968482671	-1.4134054640429492	-1.4426612057671577	-1.4849725011376553	-0.8021451846381908	0.5822348090923615	-0.8713577758592104	-0.7885987555199537	-0.5371716810294159	-0.6486286920635924	-1.6092586320543547	-0.6339771878932264	-1.589613632930057	-1.7758820304730751	-1.1246648101221344	-0.6848919844022352	-1.083299887316341	-0.23802893170105793	-0.31134849504274115	-0.9956871084037107	-0.3457858218859209	0.7147725067927361	0.36044916395848836	-0.9191532886807808	0.286617983053757
S1701955	0.16236437199225556	1.242915060056675	1.3745752852842086	-0.02179922796984455	-1.3545974693092344	1.0862040217994258	0.026531630684337476	-0.1777247899536539	2.0	1.1395241297571717	0.19018592255558608	1.6324369263908116	-0.6504303142905007	0.7295034189517335	0.4656040540281881	0.563811758546797	0.7385925283594823	0.9961568646699008	0.30149743216908553	0.28868432573056546	0.615778835971385	1.8204699335081076	2.0	1.946899071022463	2.0	1.9134031794441788	1.1509983641178987	-1.3178498143544717	1.4494450965576156
S1634384	-0.9129834663561194	0.45847842881834666	0.28427113219105765	-0.18570860129085356	0.21922784110229324	1.341558293808405	1.3627799000913174	1.2526316139218774	-0.1669292969754452	1.7541935671421134	-0.8281249672023344	-0.4792939040477185	1.663860872870781	1.0040222729551227	0.4258089749749926	1.60285940511365	0.047922773840339716	0.530353995163293	-0.8896883675281911	0.010005060672681419	1.0617980286091127	1.4176692639440525	-0.8989814002527744	-0.9201151457026228	0.42161734198393896	0.3854500646654893	0.3370942411596555	0.8521200849357168	0.6688728701276353
S1522624	-1.9377793078756886	-1.6837177112346806	-0.5162911719471733	-0.691027356630209	-1.6078192457322584	-0.9008135801268671	-2.0	-0.9111172454505011	0.7803187270022321	-0.7896847347761533	-0.6955856792935645	-0.08003709132130499	-1.3514680211654568	-0.5465149210751178	-0.6107876361421711	-0.13248228921505736	-1.9498485310596487	-0.9109869567402955	-1.0031679404145837	-1.404170386118784	-0.3701859831787029	-1.8844952521209561	-1.2539910778965835	-1.0310443903579858	-1.054377240450783	-0.9414970313893197	-0.7180510888681569	1.0854555295111572	-1.0209537043490513
S1634766	0.8628605601481659	1.7355500661066394	2.0	2.0	2.0	2.0	2.0	0.7471208843221159	2.0	2.0	2.0	2.0	2.0	2.0	1.9048307351609903	2.0	2.0	1.558432906595182	2.0	2.0	2.0	2.0	-0.5714355306958209	-0.707440188720047	0.1892004765016049	0.6898391212464235	0.8710036321550191	-0.7067125129008294	-0.1822962641981386
S1642782	-0.7631118810085236	1.000583219747641	0.8815368721249984	1.20433137869907	1.0817884793928234	1.496794917169912	1.269712643513308	1.0452932979410974	1.6753298810253	0.24827585798910282	-0.433239530744309	0.437455299019423	-0.42975175231147905	-0.5646806106081228	0.051438896372085804	-1.8728484161241217	0.11344881717930601	-0.7528375809557005	-0.40938919454737777	0.006539627219100242	0.5156271846761705	1.0956971562719344	-1.0337249180471513	-1.5150988414814617	-0.32295524398452075	-0.7270396164885472	-1.6926499044928094	-1.3077840677492008	0.0133155223031036
S1714518	-0.21076426711242924	-1.393202486162185	-0.8450025682947128	-1.4883018917861275	-0.5342617183528118	-1.1516813503970074	-1.3541586224714475	-0.9786199064503281	-1.2981882548533195	-1.3782498577584892	-0.6234413458368062	-1.1765050356139894	-0.7721005664646217	-0.448260307569725	-0.24586071949602734	-0.40646148565169304	-1.7618924276603072	-2.0	-1.616239533893881	-1.498643056215534	-0.2216626847479635	-0.49675730724208245	-1.5458131335992786	-2.0	-2.0	-1.3449931553640413	-1.9580584462579749	0.7440203427671018	-0.7068486782018507
S1705822	-0.9921869067964503	-0.3749325188634988	0.006897781501583165	0.6901619774012591	0.503998314231926	-0.9296467679359337	1.9459971464902226	0.6733067243906059	2.0	-0.7509308259559274	-0.17383732582593875	0.27602309619580323	0.17752496988207817	0.015741555369182657	-1.2323253272439518	-0.15833472246190022	-0.6198686560112308	0.9938957883284533	0.7870133078736783	0.6344884039219696	-0.5035051543712428	0.4087044452557042	1.2872009498924546	2.0	1.6737347255772073	2.0	0.5687738968355782	-1.00261458417435	-0.875530207634377
